,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,Price,year,City,Brand
253,2005 Honda CRF50,gas,1000,,,automatic,,,,1300,2005,austin,honda
254,2005 Honda Gold Wing California Sidecar Trike,Unknown,24155,silver,clean,manual,,,,23999,2005,amarillo,honda
255,2005 Honda VTX 1800,gas,20800,green,clean,manual,like new,1800,cruiser,6500,2005,brownsville,honda
256,2005 Kawasaki Concours ZG1000,gas,22498,,clean,manual,excellent,1000,sport touring,3200,2005,austin,kawasaki
257,2005 R6 (NO TITLE),gas,20781,black,missing,manual,good,600,sport bike,3000,2005,dallas,r6
258,2005 Softail Deluxe,gas,15940,,clean,manual,excellent,1440,cruiser,9500,2005,amarillo,softail
259,2005 Suzuki 800 Boulavard,gas,14000,blue,clean,manual,excellent,800,cruiser,3500,2005,houston,suzuki
260,2005 Suzuki Boulevard M50,gas,8850,black,clean,manual,excellent,805,cruiser,1500,2005,houston,suzuki
261,2005 Suzuki V-Strom 1000 Suzuki V-Strom 1000,Unknown,19404,blue,clean,manual,,,,5999,2005,amarillo,suzuki
262,2005 Yamaha 1100 Vstar,gas,7868,,clean,manual,excellent,,cruiser,5999,2005,houston,yamaha
263,2005 Yamaha Road Star 1700,gas,23000,red,clean,manual,excellent,1700,,4500,2005,austin,yamaha
264,2005 Yamaha Road Star Warrior  -Premium Dealer!,,,,,,,,,4995,2005,houston,yamaha
265,2005 Yamaha V Star,gas,35485,,,manual,,650,,995,2005,easttexas,yamaha
266,2005 Yamaha V-Star 650,gas,9800,,,manual,,,,3000,2005,houston,yamaha
267,2005 Yamaha VStar 650 For Sale,gas,6667,,,manual,,,,3500,2005,dallas,yamaha
268,2005 Yamaha YZFR6 YZFR 6 YZFR-6 YZF R6 YZF-R6  FOR ONLY,gas,16587,,clean,manual,excellent,,standard,5399,2005,dallas,yamaha
269,2005 harley davidson 883,gas,22000,silver,clean,manual,excellent,883,,3500,2005,dallas,harley
270,2005 susuki Gxr,gas,35000,white,,automatic,excellent,,sport bike,3900,2005,dallas,susuki
271,2005 ultra classic Harley,gas,36862,,,manual,excellent,,touring,7500,2005,sanantonio,ultra
272,2005 yamaha r6,gas,8192,,clean,manual,excellent,,sport bike,7000,2005,dallas,yamaha
273,2006 CBR 600RR,gas,9945,black,clean,manual,like new,,sport bike,4999,2006,dallas,cbr
274,2006 Dyna Wide Glide FXDWG,gas,15347,white,clean,manual,excellent,1450,cruiser,7999,2006,beaumont,dyna
275,2006 HARLEY DAVIDSON ULTRA CLASSIC ELECTRAGLIDE FLHTCUI,gas,37126,black,clean,manual,good,,street,9500,2006,dallas,harley
276,2006 HD Deluxe Softtail,gas,12500,custom,clean,manual,like new,1450,cruiser,9000,2006,dallas,hd
277,2006 HD FXDL Dyna Low Rider,gas,15969,black,clean,manual,excellent,1556,sport bike,7500,2006,houston,hd
278,2006 HD Fat Boy CVO Screaming Eagle,gas,6457,custom,,manual,excellent,,cruiser,9750,2006,dallas,hd
279,2006 HONDA DFT GOLDWING TRIKE Honda DFT GOLDWING TRIKE,Unknown,74221,custom,clean,other,,,,19999,2006,abilene,honda
280,2006 Harley,,,,,,,,,9900,2006,corpuschristi,harley
281,2006 Harley Davidson XL Sportster 1200 Custom Bobber,gas,14050,custom,clean,manual,like new,1200,bobber,5000,2006,dallas,harley
282,2006 Harley-Davidson Electra Glide,gas,54021,black,clean,manual,good,,cruiser,6795,2006,dallas,harleydavidson
283,2006 Harley-Davidson® FLHTPI - Electra Glide® Police,,,,,,,,,8999,2006,dallas,harleydavidson
284,2006 Harley-Davidson® FLST - Softail® Heritage,,,,,,,,,8750,2006,sanantonio,harleydavidson
285,2006 Harley-Davidson® FXDI35 - Dyna® 35th Anniv. Super Glide,,,,,,,,,11996,2006,dallas,harleydavidson
286,2006 Harley-Davidson® FXDWGI - Dyna® Wide Glide®,,,,,,,,,7590,2006,dallas,harleydavidson
287,2006 Honda CBR600RR,,,,,,,,,5500,2006,dallas,honda
288,2006 Honda Goldwing 1800,gas,12002,,,manual,,,,13500,2006,dallas,honda
289,2006 Honda Goldwing 1800 Navigation & More!,gas,74344,silver,clean,manual,excellent,1832,touring,9995,2006,corpuschristi,honda
290,2006 Honda ST1300 Pan European,gas,75000,black,clean,manual,good,1261,sport touring,3900,2006,austin,honda
291,2006 Honda Shadow Aero,gas,13000,orange,clean,automatic,excellent,750,cruiser,4000,2006,houston,honda
292,2006 Honda VTX 1300 R Honda VTX 1300 R,Unknown,37350,custom,clean,manual,,,,5999,2006,abilene,honda
293,2006 Honda VTX 1800,gas,35000,,,manual,excellent,1800,cruiser,6000,2006,austin,honda
294,2006 Honda shadow aero VT750C,gas,111111,,,manual,good,,chopper,3800,2006,corpuschristi,honda
295,2006 Honda® VTX 1300 R,Unknown,37350,custom,clean,manual,,,,4499,2006,dallas,honda
296,2006 Kawasaki Ninja ZX-6R,gas,30000,black,clean,manual,good,600,sport bike,4000,2006,dallas,kawasaki
297,2006 Kawasaki Ninja® ZX-6R,gas,32689,blue,clean,other,,,,4996,2006,austin,kawasaki
298,2006 Kawasaki Vulcan 500 LTD  -Premium Dealer!,,,,,,,,,2495,2006,houston,kawasaki
299,2006 Kawasaki ninja 650,gas,10000,,,manual,,,,3500,2006,beaumont,kawasaki
300,2006 Road star 1700cc Bobber,,,,,,,,,4500,2006,austin,road
301,2006 Suzuki Cruiser Boulevard C50,gas,11716,silver,clean,manual,excellent,820,cruiser,4200,2006,dallas,suzuki
302,2006 Suzuki GSXR 750,gas,15000,white,missing,manual,fair,750,sport bike,5650,2006,dallas,suzuki
303,2006 Suzuki Hayabusa,gas,13000,,,manual,,,,8300,2006,dallas,suzuki
304,2006 Suzuki VZR-1800,gas,11,,,manual,,,,3500,2006,dallas,suzuki
305,2006 Victory Motorcycles Kingpin® V Twin 1634 cc,,,,,,,,,6985,2006,corpuschristi,victory
306,2006 Victory Vegas with apes,gas,14000,,clean,manual,,,cruiser,5000,2006,waco,victory
307,2006 YAMAHA STRATOLINER,gas,23000,red,clean,manual,good,,cruiser,5800,2006,easttexas,yamaha
308,2006 Yamaha,,1959,,,,good,,,2700,2006,austin,yamaha
309,2006 Yamaha Road Star,gas,17225,silver,clean,manual,excellent,1700,cruiser,4750,2006,houston,yamaha
310,2006 Yamaha Road Star Silverado V Twin 1670 cc,,,,,,,,,4999,2006,dallas,yamaha
311,2006 Yamaha Warrior  -Finance it with Instant Credit Approval!,,,,,,,,,4995,2006,houston,yamaha
312,2006 and 2004 Honda ST1300,gas,110049,black,clean,manual,salvage,1300,sport touring,1600,2006,dallas,and
313,2006 gsxr 750,gas,15000,white,missing,manual,fair,750,sport bike,2500,2006,dallas,gsxr
314,2006 honda shadow areo,,,,,,,,,2500,2006,easttexas,honda
315,2007 CRF450R,gas,10000,,,manual,,,,3550,2007,austin,crf450r
316,2007 Electra glide ultra classic,gas,10500,black,clean,manual,like new,1584,touring,8000,2007,sanantonio,electra
317,2007 FXDB Dyna Street Bob,gas,14000,black,clean,manual,excellent,,,7100,2007,dallas,fxdb
318,2007 FXSTD Softail Standard,gas,5062,black,clean,manual,like new,96,sport touring,8700,2007,austin,fxstd
319,2007 HARLEY DAVIDSON HERITAGE,gas,6000,black,clean,manual,like new,1650,,8950,2007,houston,harley
320,2007 HD 883 sportster,gas,28700,black,clean,manual,excellent,,standard,5300,2007,amarillo,hd
321,2007 Harley Davidson Dyna Super Glide,gas,9023,black,clean,manual,good,1573,cruiser,9000,2007,austin,harley
322,2007 Harley Davidson FLHX Street Glide,gas,34400,,clean,manual,excellent,96,sport touring,8000,2007,austin,harley
323,2007 Harley Davidson Night Train,gas,6900,black,clean,manual,excellent,1584,cruiser,10000,2007,houston,harley
324,2007 Harley Davidson Sportster 1200 Custom,gas,18000,,clean,manual,good,,cruiser,4200,2007,austin,harley
325,2007 Harley Davidson Street Glide,gas,43000,black,clean,manual,excellent,1584,touring,10900,2007,houston,harley
326,2007 Harley FLHTCU,gas,36635,,,manual,good,,touring,9500,2007,dallas,harley
327,2007 Harley Heritage Classic,gas,16049,black,clean,manual,like new,,cruiser,9000,2007,dallas,harley
328,2007 Harley Nightster,gas,11418,,clean,manual,good,1200,cruiser,6500,2007,dallas,harley
329,2007 Harley Sportster,gas,12,,,manual,,,,4499,2007,dallas,harley
330,2007 Harley Sportster 1200cc..Very nice..,gas,12,,,manual,,,,7000,2007,dallas,harley
331,2007 Harley-Davidson Dyna FXDB - Street Bob V Twin 1573.2 cc,,,,,,,,,7499,2007,dallas,harleydavidson
332,2007 Harley-Davidson FLSTC Heritage Softail Classic,gas,7385,custom,clean,manual,like new,1584,touring,10000,2007,corpuschristi,harleydavidson
333,2007 Harley-Davidson Fat Boy,gas,18400,black,clean,manual,excellent,,cruiser,8695,2007,dallas,harleydavidson
334,2007 Harley-Davidson® FLTR - Road Glide®,,,,,,,,,8990,2007,sanantonio,harleydavidson
335,2007 Harley-Davidson® FXDSE - Screamin' Eagle Dyna® CVO,,,,,,,,,11950,2007,dallas,harleydavidson
336,2007 Harley-Davidson® FXDWG - Dyna® Wide Glide,,,,,,,,,8996,2007,dallas,harleydavidson
337,2007 Honda CBR 600RR  -Finance it with Instant Credit Approval!,,,,,,,,,8995,2007,dallas,honda
338,2007 Honda CBR 600RR 600 RR 600-RR for $148/mo a month!,gas,13920,,clean,manual,excellent,,sport bike,7195,2007,dallas,honda
339,2007 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,32934,,clean,automatic,excellent,,standard,5495,2007,dallas,honda
340,2007 Honda CBR600RR CBR 600 RR CBR-600-RR  FOR ONLY,,,,,,,,,5995,2007,dallas,honda
341,2007 Honda CRF150 F,gas,1000,red,clean,manual,excellent,,dirtbike,1695,2007,corpuschristi,honda
342,2007 Honda Motorcycle,gas,7442,,,automatic,like new,,other,5000,2007,mcallen,honda
343,2007 Honda Rebel 250,,,,,,,,,2300,2007,austin,honda
344,2007 Honda Ruckus  -Finance it with Instant Credit Approval!,,,,,,,,,1495,2007,dallas,honda
345,2007 Honda Shadow 750,gas,5255,black,clean,manual,good,750,cruiser,4000,2007,dallas,honda
346,2007 Honda Shadow Aero For Sale or Trade,gas,2750,black,clean,manual,like new,750,,4250,2007,houston,honda
347,2007 Honda Touring GL18HPN GOLDWING TRIKE Audio Comfort Navi,gas,27433,black,clean,manual,like new,1800,trike,10900,2007,houston,honda
348,2007 Honda VTX,gas,28000,black,clean,manual,good,1300,cruiser,4500,2007,easttexas,honda
349,2007 Honda VTX 1300,gas,20000,black,clean,manual,excellent,,cruiser,4500,2007,houston,honda
350,2007 Honda crx250,gas,200,red,clean,manual,good,,dirtbike,1800,2007,abilene,honda
351,2007 KX250F,gas,10,,,manual,excellent,,,2900,2007,austin,kx250f
352,2007 Kawasaki Eliminator 125,gas,5400,silver,clean,manual,good,125,cruiser,1100,2007,dallas,kawasaki
353,2007 Moto Guzzi Nevada Classic,gas,15127,red,clean,manual,excellent,750,cruiser,4800,2007,sanantonio,moto
354,2007 RM125,gas,odometer broken,,,manual,like new,,,5000,2007,beaumont,rm125
355,2007 SUZUKI M109R - LOOKS AND RUNS PERFECT,,,,,,,,,6900,2007,houston,suzuki
356,2007 Suzuki Bandit 1250,gas,13170,red,clean,manual,fair,1250,sport touring,2900,2007,dallas,suzuki
357,2007 Suzuki DL1000 VSTROM,gas,11139,black,clean,manual,excellent,1000,dual-sport,4500,2007,dallas,suzuki
358,2007 Suzuki DRZ400S Supermoto,gas,5200,,missing,manual,,,,4000,2007,austin,suzuki
359,2007 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,23765,,clean,manual,excellent,,sport bike,6799,2007,dallas,suzuki
360,2007 Suzuki Hayabusa,gas,18000,,,manual,excellent,,,7500,2007,dallas,suzuki
361,2007 Vulcan Nomad 1600,gas,62000,black,clean,manual,good,1600,,4000,2007,waco,vulcan
362,2007 XL1200N Nightster,gas,15000,black,clean,manual,excellent,1200,bobber,5000,2007,dallas,xl1200n
363,2007 YZ250F,,,,,,,,,2500,2007,dallas,yz250f
364,2007 Yamaha FZ1,gas,26000,,,manual,,,,5486,2007,dallas,yamaha
365,2007 Yamaha Majesty 400cc,diesel,15000,blue,clean,automatic,good,,,2800,2007,sanantonio,yamaha
366,2007 Yamaha Majesty 400cc touring,diesel,15000,blue,clean,automatic,good,,,2800,2007,corpuschristi,yamaha
367,2007 Yamaha R1,gas,3865,red,clean,manual,like new,1000,sport bike,9500,2007,dallas,yamaha
368,2007 Yamaha Roadliner,gas,18211,blue,clean,other,,,,6450,2007,corpuschristi,yamaha
369,2007 Yamaha Royal Star,gas,30582,black,rebuilt,manual,good,,touring,5950,2007,easttexas,yamaha
370,2007 Yamaha Royal Venture 1300,,,,,,,,,7500,2007,dallas,yamaha
371,2007 Yamaha V Star 1100 Classic V Twin 1063 cc,,,,,,,,,3999,2007,dallas,yamaha
372,2007 Yamaha Vstar 1100,,,,,,,,,2450,2007,dallas,yamaha
373,2007 harley davidson ultra classic,gas,10500,black,clean,manual,like new,1584,touring,9500,2007,sanantonio,harley
374,2007 yamaha R1 motorcycle,gas,35000,,,manual,,,,7500,2007,beaumont,yamaha
375,2008 *Suzuki* *Boulevard* *C50* *VL800*,other,31100,blue,clean,automatic,,,,3991,2008,abilene,suzuki
376,2008 BMW K 1200 S  -Finance it with Instant Credit Approval!,,,,,,,,,5995,2008,dallas,bmw
377,2008 CAN AM GS SM5,,,,,,,,,9999,2008,dallas,can
378,2008 Demented Chopper,gas,600,,clean,manual,excellent,1540,chopper,9500,2008,dallas,demented
379,2008 Goldwing 1800 / 2016 Motor Trike Razor,gas,51900,,,manual,,,,19100,2008,dallas,goldwing
380,2008 HARLEY DAVIDSON ULTRA CLASSIC ELECTRA GLIDE FLHTCUE,gas,58461,black,clean,manual,good,1573,touring,11400,2008,houston,harley
381,2008 HD Night Rod Special,,,,,,,,,9000,2008,dallas,hd
382,2008 HD ULTRA CLASSIC ELECTRAGLIDE FLHTCU,gas,58461,black,clean,manual,good,1573,touring,11400,2008,dallas,hd
383,2008 Harley Davidson  ultra,gas,29000,red,clean,manual,excellent,1540,street,9500,2008,houston,harley
384,2008 Harley Davidson Flhtcuse3 Ultra Classic – CVO – Screamin Eagle An,gas,23426,orange,clean,manual,like new,,touring,15500,2008,austin,harley
385,2008 Harley Davidson Road King Police,gas,14562,black,clean,manual,excellent,,touring,13500,2008,dallas,harley
386,2008 Harley Davidson Rocker C FXCWC,gas,30719,blue,clean,manual,excellent,,touring,10000,2008,dallas,harley
387,2008 Harley Davidson XL1200C Sportster,gas,14000,white,clean,manual,excellent,1200,cruiser,6500,2008,houston,harley
388,"2008 Harley Davidson, Dyna-Super Glide Custom",gas,17934,yellow,clean,manual,excellent,103,cruiser,8000,2008,easttexas,harley
389,2008 Harley Electraglide CVO Screamin Eagle Ultra Classic,gas,58000,white,clean,manual,excellent,Unknown,touring,12500,2008,easttexas,harley
390,2008 Harley Heritage Softail,gas,29000,red,clean,manual,excellent,1540,street,8000,2008,beaumont,harley
391,2008 Harley Ulta Classic,gas,65000,black,clean,manual,excellent,,,9500,2008,dallas,harley
392,2008 Harley-Davidson FLHRC - Road King Classic  -Premium Dealer!,,,,,,,,,7995,2008,dallas,harleydavidson
393,2008 Harley-Davidson FLHX - Street Glide  -Premium Dealer!,,,,,,,,,12995,2008,dallas,harleydavidson
394,2008 Harley-Davidson Softail Fat Boy FLSTF,gas,19470,,clean,manual,,,,12614,2008,corpuschristi,harleydavidson
395,2008 Harley-Davidson Sportster 883 Low XL883L,gas,6745,,clean,manual,,,,9804,2008,corpuschristi,harleydavidson
396,2008 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic®,,,,,,,,,9499,2008,dallas,harleydavidson
397,2008 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic® 105th,,,,,,,,,10290,2008,dallas,harleydavidson
398,2008 Harley-Davidson® FLSTC - Heritage Softail® Classic,,,,,,,,,9850,2008,dallas,harleydavidson
399,2008 Harley-Davidson® FLSTF - Softail® Fat Boy®,,,,,,,,,8750,2008,dallas,harleydavidson
400,2008 Harley-Davidson® FLSTF - Softail® Fat Boy® 105th Anniversary,,,,,,,,,10750,2008,dallas,harleydavidson
401,2008 Harley-Davidson® FXSTC - Softail® Custom 105th Anniversary,,,,,,,,,9750,2008,dallas,harleydavidson
402,2008 Harley-Davidson® XL 1200L - Sportster® 1200 Low 105th,,,,,,,,,5999,2008,dallas,harleydavidson
403,2008 Honda CBR 1000RR *priced to Sell*,gas,6056,,clean,manual,excellent,,sport bike,6500,2008,beaumont,honda
404,2008 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,16379,,clean,automatic,excellent,,standard,7995,2008,dallas,honda
405,2008 Honda CBR600RR,gas,8000,,,manual,,,,4500,2008,austin,honda
406,2008 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,20907,,clean,manual,good,,sport bike,7399,2008,dallas,honda
407,2008 Honda Gold Wing Roadsmith Trike,Unknown,23125,Unknown,clean,manual,,,,24999,2008,amarillo,honda
408,"2008 Honda Goldwing - Only 1,300 actual miles",,,,,,,,,13000,2008,houston,honda
409,2008 Honda Goldwing GL1800 (Model VIIA-IICM),,,,,,,,,10500,2008,waco,honda
410,2008 Honda XR650L,gas,2900,red,clean,manual,excellent,650,dual-sport,4600,2008,sanantonio,honda
411,2008 Honda® Gold Wing® - GL1800HPNM8,Unknown,23125,Unknown,clean,manual,,,,10996,2008,dallas,honda
412,2008 Kawasaki Vulcan 900,gas,12000,silver,clean,manual,excellent,900,cruiser,3150,2008,brownsville,kawasaki
413,2008 Kawasaki Vulcan 900 Classic LT,gas,8300,red,clean,manual,excellent,900,cruiser,4700,2008,dallas,kawasaki
414,2008 Lambretta Due 50 cc,gas,710,orange,clean,automatic,excellent,50,scooter,995,2008,houston,lambretta
415,2008 Sreaming eagle FXDSE2,gas,38000,,,manual,,1800,,10000,2008,dallas,sreaming
416,2008 Suzuki GSX-R 1000,gas,5400,black,clean,manual,like new,,sport bike,10200,2008,austin,suzuki
417,"2008 Thunder Mountain Cycles Keystone 110""",gas,8950,green,clean,other,,,,14950,2008,austin,thunder
418,2008 Triumph Speedmaster 900,gas,3000,,,manual,,,,4000,2008,dallas,triumph
419,2008 Ultra Classic Anniversary Edition,gas,12990,custom,clean,manual,excellent,,touring,12500,2008,houston,ultra
420,2008 Victory Motorcycles® Hammer,gas,18970,,clean,other,,100,,7450,2008,dallas,victory
421,2008 Yamaha Raider 1900,gas,15000,,,manual,,1850,chopper,6500,2008,corpuschristi,yamaha
422,2008 Yamaha Road Star,gas,52465,blue,clean,manual,excellent,,,5499,2008,dallas,yamaha
423,2008 fxdc,gas,42000,,,manual,,,,7000,2008,houston,fxdc
424,2008 honda goldwing,gas,56000,red,clean,manual,like new,1800,cruiser,7995,2008,beaumont,honda
425,2008 used Harley Davidson Street Glide,gas,11066,red,clean,manual,excellent,1800,,10000,2008,sanantonio,used
426,2009 BMW R 1200 GSA,gas,67530,red,clean,manual,excellent,1200,dual-sport,8300,2009,beaumont,bmw
427,2009 Fatboy FLSTF,gas,14710,,,manual,like new,96,cruiser,12995,2009,austin,fatboy
428,2009 GSXR 600,gas,21931,,clean,manual,excellent,,sport bike,4650,2009,houston,gsxr
429,2009 HARLEY DAVIDSON FLHX STREET GLIDE,gas,36877,,clean,other,,96,,12999,2009,dallas,harley
430,2009 HARLEY DAVIDSON ROAD KING CLASSIC,gas,56845,custom,clean,automatic,,,,11999,2009,houston,harley
431,2009 HD FLHTCU,gas,83679,black,clean,manual,good,,cruiser,7900,2009,amarillo,hd
432,2009 Harley Davidson,gas,16500,blue,clean,manual,excellent,,touring,9000,2009,houston,harley
433,2009 Harley Davidson Dyna Superglide,,,,,,,,,6500,2009,austin,harley
434,2009 Harley Davidson EltraGlide Ultra Classic,,,,,,,,,9600,2009,corpuschristi,harley
435,2009 Harley Davidson FLSTC 96 CI,gas,81419,,rebuilt,manual,,,,6000,2009,dallas,harley
436,2009 Harley Davidson Sportster XL1200 Nightster,gas,5397,black,clean,manual,excellent,1200,street,7195,2009,waco,harley
437,2009 Harley Davidson Street Glide,gas,18934,black,clean,manual,excellent,,cruiser,11500,2009,corpuschristi,harley
438,"2009 Harley Davidson Ultra Classic, Low Miles, Tons of Custom Mods",gas,21000,black,clean,manual,excellent,,cruiser,11500,2009,beaumont,harley
439,2009 Harley Davidson Ultra Glide,gas,31102,black,clean,other,,96,,8200,2009,dallas,harley
440,2009 Harley Davidson nightster 1200 good condition,gas,11000,,,manual,,1200,,6800,2009,houston,harley
441,2009 Harley FLHT,gas,18898,black,clean,manual,excellent,96,,8750,2009,waco,harley
442,2009 Harley Nighster 1200xl,gas,10000,orange,clean,manual,excellent,1200,street,7000,2009,amarillo,harley
443,2009 Harley Softail Heritage,gas,10000,,clean,manual,like new,,,100000,2009,houston,harley
444,2009 Harley Sportster Custom 883,gas,22000,,,manual,,,,7000,2009,dallas,harley
445,2009 Harley Street Glide bagger,,,,,,,,,22000,2009,houston,harley
446,2009 Harley Ultra Classic FLHTCU,gas,53000,,clean,manual,good,1584,touring,10500,2009,houston,harley
447,2009 Harley softail Rocker,gas,24674,custom,clean,manual,excellent,96,sport touring,8250,2009,corpuschristi,harley
448,2009 Harley softail rocker,gas,24764,custom,clean,manual,good,96,sport touring,8250,2009,dallas,harley
449,2009 Harley-Davidson Dyna Fat Bob FXDF,,,,,,,,,10944,2009,sanantonio,harleydavidson
450,2009 Harley-Davidson Dyna Street Bob,gas,18586,,clean,manual,excellent,,sport bike,8999,2009,beaumont,harleydavidson
451,2009 Harley-Davidson FXD - Dyna Super Glide  -Premium Dealer!,,,,,,,,,5995,2009,houston,harleydavidson
452,2009 Harley-Davidson Heritage Softail Classic FLSTC,gas,28289,red,clean,manual,,,,11599,2009,sanantonio,harleydavidson
453,2009 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,50678,black,clean,manual,,,,12374,2009,corpuschristi,harleydavidson
454,2009 Harley-Davidson XR1200 - Sportster XR1200  -Premium Dealer!,,,,,,,,,6995,2009,dallas,harleydavidson
455,2009 Harley-Davidson® FLHR - Road King®,,,,,,,,,8499,2009,dallas,harleydavidson
456,2009 Harley-Davidson® FLHTCU - Electra Glide® Ultra Classic® Trike,,,,,,,,,20950,2009,dallas,harleydavidson
457,2009 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,12950,2009,dallas,harleydavidson
458,2009 Harley-Davidson® FXCW - Rocker,,,,,,,,,10750,2009,dallas,harleydavidson
459,2009 Harley-Davidson® XL1200C - Sportster® 1200 Custom,,,,,,,,,5850,2009,dallas,harleydavidson
460,2009 Honda CBR600rr CBR 600rr,gas,11000,green,clean,manual,excellent,600,sport bike,7000,2009,dallas,honda
461,2009 Honda CRF 80F,,,,,,,,,1500,2009,austin,honda
462,2009 Honda CRF150RB,gas,Unknown,,,manual,good,150,dirtbike,2800,2009,dallas,honda
463,2009 Honda Rebel 250,gas,13000,black,clean,manual,good,250,,2500,2009,austin,honda
464,2009 Honda ST1300 PA -- SOLD,,,,,,,,,4799,2009,dallas,honda
465,2009 Honda VTX 1300 T V Twin 1312 cc,Unknown,28900,grey,clean,manual,,,,4999,2009,dallas,honda
466,2009 Kawasaki Concours 14,gas,32942,red,clean,automatic,excellent,1352,sport touring,4500,2009,houston,kawasaki
